原字,类型,前加字,上加字,基字,下加字,再下加字,元音,后加字,再后加字
རྐུར,藏文字符,,ར,ྐ,,,ུ,ར,
རྐུལ,藏文字符,,ར,ྐ,,,ུ,ལ,
རྐུས,藏文字符,,ར,ྐ,,,ུ,ས,
རྐེག,藏文字符,,ར,ྐ,,,ེ,ག,
རྐེང,藏文字符,,ར,ྐ,,,ེ,ང,
རྐེད,藏文字符,,ར,ྐ,,,ེ,ད,
རྐེན,藏文字符,,ར,ྐ,,,ེ,ན,
རྐེབ,藏文字符,,ར,ྐ,,,ེ,བ,
རྐེམ,藏文字符,,ར,ྐ,,,ེ,མ,
རྐེར,藏文字符,,ར,ྐ,,,ེ,ར,
རྐེལ,藏文字符,,ར,ྐ,,,ེ,ལ,
རྐེས,藏文字符,,ར,ྐ,,,ེ,ས,
རྐོག,藏文字符,,ར,ྐ,,,ོ,ག,
རྐོང,藏文字符,,ར,ྐ,,,ོ,ང,
རྐོད,藏文字符,,ར,ྐ,,,ོ,ད,
རྐོན,藏文字符,,ར,ྐ,,,ོ,ན,
རྐོབ,藏文字符,,ར,ྐ,,,ོ,བ,
རྐོམ,藏文字符,,ར,ྐ,,,ོ,མ,
རྐོར,藏文字符,,ར,ྐ,,,ོ,ར,
རྐོལ,藏文字符,,ར,ྐ,,,ོ,ལ,
རྐོས,藏文字符,,ར,ྐ,,,ོ,ས,
རྒག,藏文字符,,ར,ྒ,,,,ག,
རྒང,藏文字符,,ར,ྒ,,,,ང,
རྒད,藏文字符,,ར,ྒ,,,,ད,
རྒན,藏文字符,,ར,ྒ,,,,ན,
རྒབ,藏文字符,,ར,ྒ,,,,བ,
རྒམ,藏文字符,,ར,ྒ,,,,མ,
རྒར,藏文字符,,ར,ྒ,,,,ར,
རྒལ,藏文字符,,ར,ྒ,,,,ལ,
རྒས,藏文字符,,ར,ྒ,,,,ས,
རྒིག,藏文字符,,ར,ྒ,,,ི,ག,
རྒིང,藏文字符,,ར,ྒ,,,ི,ང,
རྒིད,藏文字符,,ར,ྒ,,,ི,ད,
རྒིན,藏文字符,,ར,ྒ,,,ི,ན,
རྒིབ,藏文字符,,ར,ྒ,,,ི,བ,
རྒིམ,藏文字符,,ར,ྒ,,,ི,མ,
རྒིར,藏文字符,,ར,ྒ,,,ི,ར,
རྒིལ,藏文字符,,ར,ྒ,,,ི,ལ,
རྒིས,藏文字符,,ར,ྒ,,,ི,ས,
རྒུག,藏文字符,,ར,ྒ,,,ུ,ག,
རྒུང,藏文字符,,ར,ྒ,,,ུ,ང,
རྒུད,藏文字符,,ར,ྒ,,,ུ,ད,
རྒུན,藏文字符,,ར,ྒ,,,ུ,ན,
རྒུབ,藏文字符,,ར,ྒ,,,ུ,བ,
རྒུམ,藏文字符,,ར,ྒ,,,ུ,མ,
རྒུར,藏文字符,,ར,ྒ,,,ུ,ར,
རྒུལ,藏文字符,,ར,ྒ,,,ུ,ལ,
རྒུས,藏文字符,,ར,ྒ,,,ུ,ས,
རྒེག,藏文字符,,ར,ྒ,,,ེ,ག,
རྒེང,藏文字符,,ར,ྒ,,,ེ,ང,
རྒེད,藏文字符,,ར,ྒ,,,ེ,ད,
རྒེན,藏文字符,,ར,ྒ,,,ེ,ན,
རྒེབ,藏文字符,,ར,ྒ,,,ེ,བ,
རྒེམ,藏文字符,,ར,ྒ,,,ེ,མ,
རྒེར,藏文字符,,ར,ྒ,,,ེ,ར,
རྒེལ,藏文字符,,ར,ྒ,,,ེ,ལ,
རྒེས,藏文字符,,ར,ྒ,,,ེ,ས,
རྒོག,藏文字符,,ར,ྒ,,,ོ,ག,
རྒོང,藏文字符,,ར,ྒ,,,ོ,ང,
རྒོད,藏文字符,,ར,ྒ,,,ོ,ད,
རྒོན,藏文字符,,ར,ྒ,,,ོ,ན,
རྒོབ,藏文字符,,ར,ྒ,,,ོ,བ,
རྒོམ,藏文字符,,ར,ྒ,,,ོ,མ,
རྒོར,藏文字符,,ར,ྒ,,,ོ,ར,
རྒོལ,藏文字符,,ར,ྒ,,,ོ,ལ,
རྒོས,藏文字符,,ར,ྒ,,,ོ,ས,
རྔག,藏文字符,,ར,ྔ,,,,ག,
རྔང,藏文字符,,ར,ྔ,,,,ང,
རྔད,藏文字符,,ར,ྔ,,,,ད,
རྔན,藏文字符,,ར,ྔ,,,,ན,
རྔབ,藏文字符,,ར,ྔ,,,,བ,
རྔམ,藏文字符,,ར,ྔ,,,,མ,
རྔར,藏文字符,,ར,ྔ,,,,ར,
རྔལ,藏文字符,,ར,ྔ,,,,ལ,
རྔས,藏文字符,,ར,ྔ,,,,ས,
རྔིག,藏文字符,,ར,ྔ,,,ི,ག,
རྔིང,藏文字符,,ར,ྔ,,,ི,ང,
རྔིད,藏文字符,,ར,ྔ,,,ི,ད,
རྔིན,藏文字符,,ར,ྔ,,,ི,ན,
རྔིབ,藏文字符,,ར,ྔ,,,ི,བ,
རྔིམ,藏文字符,,ར,ྔ,,,ི,མ,
རྔིར,藏文字符,,ར,ྔ,,,ི,ར,
རྔིལ,藏文字符,,ར,ྔ,,,ི,ལ,
རྔིས,藏文字符,,ར,ྔ,,,ི,ས,
རྔུག,藏文字符,,ར,ྔ,,,ུ,ག,
རྔུང,藏文字符,,ར,ྔ,,,ུ,ང,
རྔུད,藏文字符,,ར,ྔ,,,ུ,ད,
རྔུན,藏文字符,,ར,ྔ,,,ུ,ན,
རྔུབ,藏文字符,,ར,ྔ,,,ུ,བ,
རྔུམ,藏文字符,,ར,ྔ,,,ུ,མ,
རྔུར,藏文字符,,ར,ྔ,,,ུ,ར,
རྔུལ,藏文字符,,ར,ྔ,,,ུ,ལ,
རྔུས,藏文字符,,ར,ྔ,,,ུ,ས,
རྔེག,藏文字符,,ར,ྔ,,,ེ,ག,
རྔེང,藏文字符,,ར,ྔ,,,ེ,ང,
རྔེད,藏文字符,,ར,ྔ,,,ེ,ད,
རྔེན,藏文字符,,ར,ྔ,,,ེ,ན,
རྔེབ,藏文字符,,ར,ྔ,,,ེ,བ,
རྔེམ,藏文字符,,ར,ྔ,,,ེ,མ,
རྔེར,藏文字符,,ར,ྔ,,,ེ,ར,
རྔེལ,藏文字符,,ར,ྔ,,,ེ,ལ,
རྔེས,藏文字符,,ར,ྔ,,,ེ,ས,
རྔོག,藏文字符,,ར,ྔ,,,ོ,ག,
རྔོང,藏文字符,,ར,ྔ,,,ོ,ང,
རྔོད,藏文字符,,ར,ྔ,,,ོ,ད,
རྔོན,藏文字符,,ར,ྔ,,,ོ,ན,
རྔོབ,藏文字符,,ར,ྔ,,,ོ,བ,
རྔོམ,藏文字符,,ར,ྔ,,,ོ,མ,
རྔོར,藏文字符,,ར,ྔ,,,ོ,ར,
རྔོལ,藏文字符,,ར,ྔ,,,ོ,ལ,
རྔོས,藏文字符,,ར,ྔ,,,ོ,ས,
རྗག,藏文字符,,ར,ྗ,,,,ག,
རྗང,藏文字符,,ར,ྗ,,,,ང,
རྗད,藏文字符,,ར,ྗ,,,,ད,
རྗན,藏文字符,,ར,ྗ,,,,ན,
རྗབ,藏文字符,,ར,ྗ,,,,བ,
རྗམ,藏文字符,,ར,ྗ,,,,མ,
རྗར,藏文字符,,ར,ྗ,,,,ར,
རྗལ,藏文字符,,ར,ྗ,,,,ལ,
རྗས,藏文字符,,ར,ྗ,,,,ས,
རྗིག,藏文字符,,ར,ྗ,,,ི,ག,
རྗིང,藏文字符,,ར,ྗ,,,ི,ང,
རྗིད,藏文字符,,ར,ྗ,,,ི,ད,
རྗིན,藏文字符,,ར,ྗ,,,ི,ན,
རྗིབ,藏文字符,,ར,ྗ,,,ི,བ,
རྗིམ,藏文字符,,ར,ྗ,,,ི,མ,
རྗིར,藏文字符,,ར,ྗ,,,ི,ར,
རྗིལ,藏文字符,,ར,ྗ,,,ི,ལ,
རྗིས,藏文字符,,ར,ྗ,,,ི,ས,
རྗུག,藏文字符,,ར,ྗ,,,ུ,ག,
རྗུང,藏文字符,,ར,ྗ,,,ུ,ང,
རྗུད,藏文字符,,ར,ྗ,,,ུ,ད,
རྗུན,藏文字符,,ར,ྗ,,,ུ,ན,
རྗུབ,藏文字符,,ར,ྗ,,,ུ,བ,
རྗུམ,藏文字符,,ར,ྗ,,,ུ,མ,
རྗུར,藏文字符,,ར,ྗ,,,ུ,ར,
རྗུལ,藏文字符,,ར,ྗ,,,ུ,ལ,
རྗུས,藏文字符,,ར,ྗ,,,ུ,ས,
རྗེག,藏文字符,,ར,ྗ,,,ེ,ག,
རྗེང,藏文字符,,ར,ྗ,,,ེ,ང,
རྗེད,藏文字符,,ར,ྗ,,,ེ,ད,
རྗེན,藏文字符,,ར,ྗ,,,ེ,ན,
རྗེབ,藏文字符,,ར,ྗ,,,ེ,བ,
རྗེམ,藏文字符,,ར,ྗ,,,ེ,མ,
རྗེར,藏文字符,,ར,ྗ,,,ེ,ར,
རྗེལ,藏文字符,,ར,ྗ,,,ེ,ལ,
རྗེས,藏文字符,,ར,ྗ,,,ེ,ས,
རྗོག,藏文字符,,ར,ྗ,,,ོ,ག,
རྗོང,藏文字符,,ར,ྗ,,,ོ,ང,
རྗོད,藏文字符,,ར,ྗ,,,ོ,ད,
རྗོན,藏文字符,,ར,ྗ,,,ོ,ན,
རྗོབ,藏文字符,,ར,ྗ,,,ོ,བ,
རྗོམ,藏文字符,,ར,ྗ,,,ོ,མ,
རྗོར,藏文字符,,ར,ྗ,,,ོ,ར,
རྗོལ,藏文字符,,ར,ྗ,,,ོ,ལ,
རྗོས,藏文字符,,ར,ྗ,,,ོ,ས,
རྙག,藏文字符,,ར,ྙ,,,,ག,
རྙང,藏文字符,,ར,ྙ,,,,ང,
རྙད,藏文字符,,ར,ྙ,,,,ད,
རྙན,藏文字符,,ར,ྙ,,,,ན,
རྙབ,藏文字符,,ར,ྙ,,,,བ,
རྙམ,藏文字符,,ར,ྙ,,,,མ,
རྙར,藏文字符,,ར,ྙ,,,,ར,
རྙལ,藏文字符,,ར,ྙ,,,,ལ,
རྙས,藏文字符,,ར,ྙ,,,,ས,
རྙིག,藏文字符,,ར,ྙ,,,ི,ག,
རྙིང,藏文字符,,ར,ྙ,,,ི,ང,
རྙིད,藏文字符,,ར,ྙ,,,ི,ད,
རྙིན,藏文字符,,ར,ྙ,,,ི,ན,
རྙིབ,藏文字符,,ར,ྙ,,,ི,བ,
རྙིམ,藏文字符,,ར,ྙ,,,ི,མ,
རྙིར,藏文字符,,ར,ྙ,,,ི,ར,
རྙིལ,藏文字符,,ར,ྙ,,,ི,ལ,
རྙིས,藏文字符,,ར,ྙ,,,ི,ས,
རྙུག,藏文字符,,ར,ྙ,,,ུ,ག,
རྙུང,藏文字符,,ར,ྙ,,,ུ,ང,
རྙུད,藏文字符,,ར,ྙ,,,ུ,ད,
རྙུན,藏文字符,,ར,ྙ,,,ུ,ན,
རྙུབ,藏文字符,,ར,ྙ,,,ུ,བ,
རྙུམ,藏文字符,,ར,ྙ,,,ུ,མ,
རྙུར,藏文字符,,ར,ྙ,,,ུ,ར,
རྙུལ,藏文字符,,ར,ྙ,,,ུ,ལ,
རྙུས,藏文字符,,ར,ྙ,,,ུ,ས,
རྙེག,藏文字符,,ར,ྙ,,,ེ,ག,
རྙེང,藏文字符,,ར,ྙ,,,ེ,ང,
རྙེད,藏文字符,,ར,ྙ,,,ེ,ད,
རྙེན,藏文字符,,ར,ྙ,,,ེ,ན,
རྙེབ,藏文字符,,ར,ྙ,,,ེ,བ,
རྙེམ,藏文字符,,ར,ྙ,,,ེ,མ,
རྙེར,藏文字符,,ར,ྙ,,,ེ,ར,
རྙེལ,藏文字符,,ར,ྙ,,,ེ,ལ,
རྙེས,藏文字符,,ར,ྙ,,,ེ,ས,
རྙོག,藏文字符,,ར,ྙ,,,ོ,ག,
རྙོང,藏文字符,,ར,ྙ,,,ོ,ང,
རྙོད,藏文字符,,ར,ྙ,,,ོ,ད,
རྙོན,藏文字符,,ར,ྙ,,,ོ,ན,
རྙོབ,藏文字符,,ར,ྙ,,,ོ,བ,
རྙོམ,藏文字符,,ར,ྙ,,,ོ,མ,
རྙོར,藏文字符,,ར,ྙ,,,ོ,ར,
རྙོལ,藏文字符,,ར,ྙ,,,ོ,ལ,
རྙོས,藏文字符,,ར,ྙ,,,ོ,ས,
རྟག,藏文字符,,ར,ྟ,,,,ག,
རྟང,藏文字符,,ར,ྟ,,,,ང,
རྟད,藏文字符,,ར,ྟ,,,,ད,
རྟན,藏文字符,,ར,ྟ,,,,ན,
རྟབ,藏文字符,,ར,ྟ,,,,བ,
རྟམ,藏文字符,,ར,ྟ,,,,མ,
རྟར,藏文字符,,ར,ྟ,,,,ར,
རྟལ,藏文字符,,ར,ྟ,,,,ལ,
རྟས,藏文字符,,ར,ྟ,,,,ས,
རྟིག,藏文字符,,ར,ྟ,,,ི,ག,
རྟིང,藏文字符,,ར,ྟ,,,ི,ང,
རྟིད,藏文字符,,ར,ྟ,,,ི,ད,
རྟིན,藏文字符,,ར,ྟ,,,ི,ན,
རྟིབ,藏文字符,,ར,ྟ,,,ི,བ,
རྟིམ,藏文字符,,ར,ྟ,,,ི,མ,
རྟིར,藏文字符,,ར,ྟ,,,ི,ར,
རྟིལ,藏文字符,,ར,ྟ,,,ི,ལ,
རྟིས,藏文字符,,ར,ྟ,,,ི,ས,
རྟུག,藏文字符,,ར,ྟ,,,ུ,ག,
རྟུང,藏文字符,,ར,ྟ,,,ུ,ང,
རྟུད,藏文字符,,ར,ྟ,,,ུ,ད,
རྟུན,藏文字符,,ར,ྟ,,,ུ,ན,
རྟུབ,藏文字符,,ར,ྟ,,,ུ,བ,
རྟུམ,藏文字符,,ར,ྟ,,,ུ,མ,
རྟུར,藏文字符,,ར,ྟ,,,ུ,ར,
རྟུལ,藏文字符,,ར,ྟ,,,ུ,ལ,
རྟུས,藏文字符,,ར,ྟ,,,ུ,ས,
རྟེག,藏文字符,,ར,ྟ,,,ེ,ག,
རྟེང,藏文字符,,ར,ྟ,,,ེ,ང,
རྟེད,藏文字符,,ར,ྟ,,,ེ,ད,
རྟེན,藏文字符,,ར,ྟ,,,ེ,ན,
རྟེབ,藏文字符,,ར,ྟ,,,ེ,བ,
རྟེམ,藏文字符,,ར,ྟ,,,ེ,མ,
རྟེར,藏文字符,,ར,ྟ,,,ེ,ར,
རྟེལ,藏文字符,,ར,ྟ,,,ེ,ལ,
རྟེས,藏文字符,,ར,ྟ,,,ེ,ས,
རྟོག,藏文字符,,ར,ྟ,,,ོ,ག,
རྟོང,藏文字符,,ར,ྟ,,,ོ,ང,
རྟོད,藏文字符,,ར,ྟ,,,ོ,ད,
རྟོན,藏文字符,,ར,ྟ,,,ོ,ན,
རྟོབ,藏文字符,,ར,ྟ,,,ོ,བ,
རྟོམ,藏文字符,,ར,ྟ,,,ོ,མ,
རྟོར,藏文字符,,ར,ྟ,,,ོ,ར,
རྟོལ,藏文字符,,ར,ྟ,,,ོ,ལ,
རྟོས,藏文字符,,ར,ྟ,,,ོ,ས,
རྡག,藏文字符,,ར,ྡ,,,,ག,
རྡང,藏文字符,,ར,ྡ,,,,ང,
རྡད,藏文字符,,ར,ྡ,,,,ད,
རྡན,藏文字符,,ར,ྡ,,,,ན,
རྡབ,藏文字符,,ར,ྡ,,,,བ,
རྡམ,藏文字符,,ར,ྡ,,,,མ,
རྡར,藏文字符,,ར,ྡ,,,,ར,
རྡལ,藏文字符,,ར,ྡ,,,,ལ,
རྡས,藏文字符,,ར,ྡ,,,,ས,
རྡིག,藏文字符,,ར,ྡ,,,ི,ག,
རྡིང,藏文字符,,ར,ྡ,,,ི,ང,
རྡིད,藏文字符,,ར,ྡ,,,ི,ད,
རྡིན,藏文字符,,ར,ྡ,,,ི,ན,
རྡིབ,藏文字符,,ར,ྡ,,,ི,བ,
རྡིམ,藏文字符,,ར,ྡ,,,ི,མ,
རྡིར,藏文字符,,ར,ྡ,,,ི,ར,
རྡིལ,藏文字符,,ར,ྡ,,,ི,ལ,
རྡིས,藏文字符,,ར,ྡ,,,ི,ས,
རྡུག,藏文字符,,ར,ྡ,,,ུ,ག,
རྡུང,藏文字符,,ར,ྡ,,,ུ,ང,
རྡུད,藏文字符,,ར,ྡ,,,ུ,ད,
རྡུན,藏文字符,,ར,ྡ,,,ུ,ན,
རྡུབ,藏文字符,,ར,ྡ,,,ུ,བ,
རྡུམ,藏文字符,,ར,ྡ,,,ུ,མ,
རྡུར,藏文字符,,ར,ྡ,,,ུ,ར,
རྡུལ,藏文字符,,ར,ྡ,,,ུ,ལ,
རྡུས,藏文字符,,ར,ྡ,,,ུ,ས,
རྡེག,藏文字符,,ར,ྡ,,,ེ,ག,
རྡེང,藏文字符,,ར,ྡ,,,ེ,ང,
རྡེད,藏文字符,,ར,ྡ,,,ེ,ད,
རྡེན,藏文字符,,ར,ྡ,,,ེ,ན,
རྡེབ,藏文字符,,ར,ྡ,,,ེ,བ,
རྡེམ,藏文字符,,ར,ྡ,,,ེ,མ,
རྡེར,藏文字符,,ར,ྡ,,,ེ,ར,
རྡེལ,藏文字符,,ར,ྡ,,,ེ,ལ,
རྡེས,藏文字符,,ར,ྡ,,,ེ,ས,
རྡོག,藏文字符,,ར,ྡ,,,ོ,ག,
རྡོང,藏文字符,,ར,ྡ,,,ོ,ང,
རྡོད,藏文字符,,ར,ྡ,,,ོ,ད,
རྡོན,藏文字符,,ར,ྡ,,,ོ,ན,
རྡོབ,藏文字符,,ར,ྡ,,,ོ,བ,
རྡོམ,藏文字符,,ར,ྡ,,,ོ,མ,
རྡོར,藏文字符,,ར,ྡ,,,ོ,ར,
རྡོལ,藏文字符,,ར,ྡ,,,ོ,ལ,
རྡོས,藏文字符,,ར,ྡ,,,ོ,ས,
རྣག,藏文字符,,ར,ྣ,,,,ག,
རྣང,藏文字符,,ར,ྣ,,,,ང,
རྣད,藏文字符,,ར,ྣ,,,,ད,
རྣན,藏文字符,,ར,ྣ,,,,ན,
རྣབ,藏文字符,,ར,ྣ,,,,བ,
རྣམ,藏文字符,,ར,ྣ,,,,མ,
རྣར,藏文字符,,ར,ྣ,,,,ར,
རྣལ,藏文字符,,ར,ྣ,,,,ལ,
རྣས,藏文字符,,ར,ྣ,,,,ས,
རྣིག,藏文字符,,ར,ྣ,,,ི,ག,
རྣིང,藏文字符,,ར,ྣ,,,ི,ང,
རྣིད,藏文字符,,ར,ྣ,,,ི,ད,
རྣིན,藏文字符,,ར,ྣ,,,ི,ན,
རྣིབ,藏文字符,,ར,ྣ,,,ི,བ,
རྣིམ,藏文字符,,ར,ྣ,,,ི,མ,
རྣིར,藏文字符,,ར,ྣ,,,ི,ར,
རྣིལ,藏文字符,,ར,ྣ,,,ི,ལ,
རྣིས,藏文字符,,ར,ྣ,,,ི,ས,
རྣུག,藏文字符,,ར,ྣ,,,ུ,ག,
རྣུང,藏文字符,,ར,ྣ,,,ུ,ང,
རྣུད,藏文字符,,ར,ྣ,,,ུ,ད,
རྣུན,藏文字符,,ར,ྣ,,,ུ,ན,
རྣུབ,藏文字符,,ར,ྣ,,,ུ,བ,
རྣུམ,藏文字符,,ར,ྣ,,,ུ,མ,
རྣུར,藏文字符,,ར,ྣ,,,ུ,ར,
རྣུལ,藏文字符,,ར,ྣ,,,ུ,ལ,
རྣུས,藏文字符,,ར,ྣ,,,ུ,ས,
རྣེག,藏文字符,,ར,ྣ,,,ེ,ག,
རྣེང,藏文字符,,ར,ྣ,,,ེ,ང,
རྣེད,藏文字符,,ར,ྣ,,,ེ,ད,
རྣེན,藏文字符,,ར,ྣ,,,ེ,ན,
རྣེབ,藏文字符,,ར,ྣ,,,ེ,བ,
རྣེམ,藏文字符,,ར,ྣ,,,ེ,མ,
རྣེར,藏文字符,,ར,ྣ,,,ེ,ར,
རྣེལ,藏文字符,,ར,ྣ,,,ེ,ལ,
རྣེས,藏文字符,,ར,ྣ,,,ེ,ས,
རྣོག,藏文字符,,ར,ྣ,,,ོ,ག,
རྣོང,藏文字符,,ར,ྣ,,,ོ,ང,
རྣོད,藏文字符,,ར,ྣ,,,ོ,ད,
རྣོན,藏文字符,,ར,ྣ,,,ོ,ན,
རྣོབ,藏文字符,,ར,ྣ,,,ོ,བ,
རྣོམ,藏文字符,,ར,ྣ,,,ོ,མ,
རྣོར,藏文字符,,ར,ྣ,,,ོ,ར,
རྣོལ,藏文字符,,ར,ྣ,,,ོ,ལ,
རྣོས,藏文字符,,ར,ྣ,,,ོ,ས,
རྦག,藏文字符,,ར,ྦ,,,,ག,
རྦང,藏文字符,,ར,ྦ,,,,ང,
རྦད,藏文字符,,ར,ྦ,,,,ད,
རྦན,藏文字符,,ར,ྦ,,,,ན,
རྦབ,藏文字符,,ར,ྦ,,,,བ,
རྦམ,藏文字符,,ར,ྦ,,,,མ,
རྦར,藏文字符,,ར,ྦ,,,,ར,
རྦལ,藏文字符,,ར,ྦ,,,,ལ,
རྦས,藏文字符,,ར,ྦ,,,,ས,
རྦིག,藏文字符,,ར,ྦ,,,ི,ག,
རྦིང,藏文字符,,ར,ྦ,,,ི,ང,
རྦིད,藏文字符,,ར,ྦ,,,ི,ད,
རྦིན,藏文字符,,ར,ྦ,,,ི,ན,
རྦིབ,藏文字符,,ར,ྦ,,,ི,བ,
རྦིམ,藏文字符,,ར,ྦ,,,ི,མ,
རྦིར,藏文字符,,ར,ྦ,,,ི,ར,
རྦིལ,藏文字符,,ར,ྦ,,,ི,ལ,
རྦིས,藏文字符,,ར,ྦ,,,ི,ས,
རྦུག,藏文字符,,ར,ྦ,,,ུ,ག,
རྦུང,藏文字符,,ར,ྦ,,,ུ,ང,
རྦུད,藏文字符,,ར,ྦ,,,ུ,ད,
རྦུན,藏文字符,,ར,ྦ,,,ུ,ན,
རྦུབ,藏文字符,,ར,ྦ,,,ུ,བ,
རྦུམ,藏文字符,,ར,ྦ,,,ུ,མ,
རྦུར,藏文字符,,ར,ྦ,,,ུ,ར,
རྦུལ,藏文字符,,ར,ྦ,,,ུ,ལ,
རྦུས,藏文字符,,ར,ྦ,,,ུ,ས,
རྦེག,藏文字符,,ར,ྦ,,,ེ,ག,
རྦེང,藏文字符,,ར,ྦ,,,ེ,ང,
རྦེད,藏文字符,,ར,ྦ,,,ེ,ད,
རྦེན,藏文字符,,ར,ྦ,,,ེ,ན,
རྦེབ,藏文字符,,ར,ྦ,,,ེ,བ,
རྦེམ,藏文字符,,ར,ྦ,,,ེ,མ,
རྦེར,藏文字符,,ར,ྦ,,,ེ,ར,
རྦེལ,藏文字符,,ར,ྦ,,,ེ,ལ,
རྦེས,藏文字符,,ར,ྦ,,,ེ,ས,
རྦོག,藏文字符,,ར,ྦ,,,ོ,ག,
རྦོང,藏文字符,,ར,ྦ,,,ོ,ང,
རྦོད,藏文字符,,ར,ྦ,,,ོ,ད,
རྦོན,藏文字符,,ར,ྦ,,,ོ,ན,
རྦོབ,藏文字符,,ར,ྦ,,,ོ,བ,
རྦོམ,藏文字符,,ར,ྦ,,,ོ,མ,
རྦོར,藏文字符,,ར,ྦ,,,ོ,ར,
རྦོལ,藏文字符,,ར,ྦ,,,ོ,ལ,
རྦོས,藏文字符,,ར,ྦ,,,ོ,ས,
རྨག,藏文字符,,ར,ྨ,,,,ག,
རྨང,藏文字符,,ར,ྨ,,,,ང,
རྨད,藏文字符,,ར,ྨ,,,,ད,
རྨན,藏文字符,,ར,ྨ,,,,ན,
རྨབ,藏文字符,,ར,ྨ,,,,བ,
རྨམ,藏文字符,,ར,ྨ,,,,མ,
རྨར,藏文字符,,ར,ྨ,,,,ར,
རྨལ,藏文字符,,ར,ྨ,,,,ལ,
རྨས,藏文字符,,ར,ྨ,,,,ས,
རྨིག,藏文字符,,ར,ྨ,,,ི,ག,
རྨིང,藏文字符,,ར,ྨ,,,ི,ང,
རྨིད,藏文字符,,ར,ྨ,,,ི,ད,
རྨིན,藏文字符,,ར,ྨ,,,ི,ན,
རྨིབ,藏文字符,,ར,ྨ,,,ི,བ,
རྨིམ,藏文字符,,ར,ྨ,,,ི,མ,
རྨིར,藏文字符,,ར,ྨ,,,ི,ར,
རྨིལ,藏文字符,,ར,ྨ,,,ི,ལ,
རྨིས,藏文字符,,ར,ྨ,,,ི,ས,
རྨུག,藏文字符,,ར,ྨ,,,ུ,ག,
རྨུང,藏文字符,,ར,ྨ,,,ུ,ང,
རྨུད,藏文字符,,ར,ྨ,,,ུ,ད,
རྨུན,藏文字符,,ར,ྨ,,,ུ,ན,
རྨུབ,藏文字符,,ར,ྨ,,,ུ,བ,
རྨུམ,藏文字符,,ར,ྨ,,,ུ,མ,
རྨུར,藏文字符,,ར,ྨ,,,ུ,ར,
རྨུལ,藏文字符,,ར,ྨ,,,ུ,ལ,
རྨུས,藏文字符,,ར,ྨ,,,ུ,ས,
རྨེག,藏文字符,,ར,ྨ,,,ེ,ག,
རྨེང,藏文字符,,ར,ྨ,,,ེ,ང,
རྨེད,藏文字符,,ར,ྨ,,,ེ,ད,
རྨེན,藏文字符,,ར,ྨ,,,ེ,ན,
རྨེབ,藏文字符,,ར,ྨ,,,ེ,བ,
རྨེམ,藏文字符,,ར,ྨ,,,ེ,མ,
རྨེར,藏文字符,,ར,ྨ,,,ེ,ར,
རྨེལ,藏文字符,,ར,ྨ,,,ེ,ལ,
རྨེས,藏文字符,,ར,ྨ,,,ེ,ས,
རྨོག,藏文字符,,ར,ྨ,,,ོ,ག,
རྨོང,藏文字符,,ར,ྨ,,,ོ,ང,
རྨོད,藏文字符,,ར,ྨ,,,ོ,ད,
རྨོན,藏文字符,,ར,ྨ,,,ོ,ན,
རྨོབ,藏文字符,,ར,ྨ,,,ོ,བ,
རྨོམ,藏文字符,,ར,ྨ,,,ོ,མ,
རྨོར,藏文字符,,ར,ྨ,,,ོ,ར,
རྨོལ,藏文字符,,ར,ྨ,,,ོ,ལ,
རྨོས,藏文字符,,ར,ྨ,,,ོ,ས,
རྩག,藏文字符,,ར,ྩ,,,,ག,
རྩང,藏文字符,,ར,ྩ,,,,ང,
རྩད,藏文字符,,ར,ྩ,,,,ད,
རྩན,藏文字符,,ར,ྩ,,,,ན,
རྩབ,藏文字符,,ར,ྩ,,,,བ,
རྩམ,藏文字符,,ར,ྩ,,,,མ,
རྩར,藏文字符,,ར,ྩ,,,,ར,
རྩལ,藏文字符,,ར,ྩ,,,,ལ,
རྩས,藏文字符,,ར,ྩ,,,,ས,
རྩིག,藏文字符,,ར,ྩ,,,ི,ག,
རྩིང,藏文字符,,ར,ྩ,,,ི,ང,
རྩིད,藏文字符,,ར,ྩ,,,ི,ད,
རྩིན,藏文字符,,ར,ྩ,,,ི,ན,
རྩིབ,藏文字符,,ར,ྩ,,,ི,བ,
རྩིམ,藏文字符,,ར,ྩ,,,ི,མ,
རྩིར,藏文字符,,ར,ྩ,,,ི,ར,
རྩིལ,藏文字符,,ར,ྩ,,,ི,ལ,
རྩིས,藏文字符,,ར,ྩ,,,ི,ས,
རྩུག,藏文字符,,ར,ྩ,,,ུ,ག,
རྩུང,藏文字符,,ར,ྩ,,,ུ,ང,
རྩུད,藏文字符,,ར,ྩ,,,ུ,ད,
རྩུན,藏文字符,,ར,ྩ,,,ུ,ན,
རྩུབ,藏文字符,,ར,ྩ,,,ུ,བ,
རྩུམ,藏文字符,,ར,ྩ,,,ུ,མ,
རྩུར,藏文字符,,ར,ྩ,,,ུ,ར,
རྩུལ,藏文字符,,ར,ྩ,,,ུ,ལ,
རྩུས,藏文字符,,ར,ྩ,,,ུ,ས,
རྩེག,藏文字符,,ར,ྩ,,,ེ,ག,
རྩེང,藏文字符,,ར,ྩ,,,ེ,ང,
རྩེད,藏文字符,,ར,ྩ,,,ེ,ད,
རྩེན,藏文字符,,ར,ྩ,,,ེ,ན,
རྩེབ,藏文字符,,ར,ྩ,,,ེ,བ,
